P,L,EI,delta
2.880125752084245050e+03,2.578304225481858225e+00,6.384193745714263991e+06,0.000000000000000000e+00
3.890732537709600365e+03,7.559048256885958494e+00,7.494605980468763039e+06,0.000000000000000000e+00
3.056037881488558469e+03,6.523715557554422340e+00,3.461807993374221958e+06,6.277275542482989648e-03
3.522640947435465023e+03,7.519996329585319828e+00,1.768848479926403612e+06,1.142233066127894964e-02
8.736333911152454675e+03,9.585673767325438632e+00,1.287150635204116581e+06,1.272904431392305469e-01
1.086899657529997967e+03,9.482879682577671332e+00,5.123769344321792945e+06,1.884068677617910248e-02
1.046937442993446894e+03,3.609982837097529096e+00,6.992317782432788983e+06,1.052175088161501175e-02
6.741245894695661036e+02,5.987576474685444516e+00,8.947312120744815096e+06,0.000000000000000000e+00
7.611805465903081540e+02,2.118116763339519260e+00,4.769200855206436478e+06,0.000000000000000000e+00
5.345751915678295518e+03,5.470978924968241230e+00,3.319532176519208122e+06,8.514256185307244804e-03
8.682302811740048128e+03,8.373131142350844769e+00,5.435736250980443321e+06,1.692233923653384958e-02
4.404274499487886715e+03,8.052663808936392442e+00,8.743993395654004067e+06,3.602349082124490717e-03
4.586056439898326971e+03,4.800756457824078893e+00,6.076919577918835916e+06,7.838042431016743056e-03
5.284953288551052538e+03,1.572575617076168220e+00,8.790367175594361499e+06,1.207866258544445549e-02
3.539573563498224303e+03,1.760130089753884963e+00,5.975010204065196216e+06,0.000000000000000000e+00
2.600794012790431680e+03,4.596779892808332768e+00,9.435483081577358767e+06,0.000000000000000000e+00
4.513661602170735023e+03,2.232742430331080996e+00,7.853819476797761396e+06,1.269168029256954053e-03
6.694867709822568941e+03,2.439289293651491164e+00,5.082242592637955211e+06,3.003805435340946035e-03
7.814594125420177988e+03,9.858722909930605738e+00,6.670433211420089006e+06,1.404790575746204216e-02
9.789589514685600079e+03,3.276929295723554514e+00,3.497764504223640077e+06,4.166215581251605030e-03
5.405899690714226381e+03,6.140184455692869747e+00,9.841284448486545589e+05,2.371694613447557221e-02
9.351349580127001900e+03,4.713153401063322256e+00,6.046501387087997980e+06,0.000000000000000000e+00
5.175319023420624035e+03,2.225642035305172239e+00,7.525356708960627206e+06,0.000000000000000000e+00
2.435134657707491897e+03,1.474193813250907148e+00,4.586600899792750366e+06,0.000000000000000000e+00
7.929529537233950578e+03,2.466210699853820021e+00,7.720838764813941903e+06,0.000000000000000000e+00
6.480322481387052903e+03,7.338912798103106816e+00,5.250952881821678020e+06,1.163236590069626451e-02
1.363519879176687937e+02,4.120299490044232016e+00,9.986129930716305971e+06,0.000000000000000000e+00
4.647306125295498532e+03,7.039785160778513351e+00,8.609111680721929297e+06,0.000000000000000000e+00
2.914679982820534860e+02,9.191390208320916244e+00,8.121417566240341403e+06,0.000000000000000000e+00
8.762920733198541711e+03,6.535536640960316390e+00,5.391020391647770070e+06,1.886260319975924943e-02
5.037629154102499342e+03,6.954446350200574223e+00,1.025905927144725574e+06,3.374965744682661278e-02
4.838188278138854912e+03,6.895273223227927240e+00,1.967684723615715746e+06,1.484457554351297295e-02
6.087514668952422653e+03,6.054806108922749175e+00,9.936769358316307887e+06,0.000000000000000000e+00
5.573076213387991629e+03,2.658912247860641287e+00,9.963360773379523307e+05,4.220951683762421379e-03
7.215887158127789007e+03,7.019158454223331844e+00,9.338096551294533536e+06,0.000000000000000000e+00
7.872000948085883465e+03,5.172627159844244815e+00,3.483631069595621433e+06,0.000000000000000000e+00
4.418583295398151677e+03,6.186566969005133032e+00,2.281303383679323830e+06,1.874165463950216992e-02
7.888932156096416293e+03,4.327128842381549489e+00,7.661066120280149393e+06,0.000000000000000000e+00
4.697841335358529250e+03,7.424934207851361379e+00,4.069244723849134520e+06,9.474508690281963075e-03
4.956670435222007654e+03,4.325915278984242995e+00,8.455260709421826527e+06,0.000000000000000000e+00
8.821703488275443306e+02,7.935621876455039470e+00,6.776583105781828985e+06,0.000000000000000000e+00
9.017084300898071888e+03,6.240024004855272644e+00,3.310051072160463780e+06,2.353332655571576532e-02
6.900618407494147505e+03,5.648914875704486249e+00,4.380110964571093209e+06,1.321308444540936385e-02
2.529923478276556125e+03,7.365204339297489078e+00,8.930340674846015871e+06,7.116632814296098772e-03
6.180169749185238288e+02,7.305721774929942569e+00,3.350146774991149548e+06,0.000000000000000000e+00
3.629405325869412081e+03,6.301469126288596456e+00,9.282884385737823322e+06,7.711169381864179523e-03
4.201006576707847671e+03,1.524922411352403362e+00,6.397898654126774520e+06,8.895740609559691855e-03
1.856364807855951312e+03,1.959181136683112445e+00,9.920165511096704751e+06,0.000000000000000000e+00
5.328168195864576774e+03,3.039853508993971332e+00,3.281392663156998809e+06,0.000000000000000000e+00
1.555873365839743883e+03,9.684702577795086142e+00,4.315533195168268867e+06,5.499502756852308119e-03
7.031077579217460880e+03,6.395605276888380430e+00,9.936206096243591979e+06,0.000000000000000000e+00
1.307142833260050111e+03,1.893957871063022491e+00,2.048730720419936115e+06,0.000000000000000000e+00
4.981790858165609279e+03,8.995159276319038000e+00,6.653898999599797651e+06,0.000000000000000000e+00
8.946040201292064012e+03,4.786848768078397320e+00,7.564151593584931456e+06,4.812039080269956207e-03
7.976782025622625042e+03,8.313076419222234392e+00,2.297843253441474400e+06,4.175397695382974256e-02
2.443020877951406874e+03,7.654327537496763867e+00,8.545484618858531117e+06,3.425185571270671255e-03
3.844621883992274888e+03,2.284686709223886503e+00,8.981258335511190817e+05,0.000000000000000000e+00
6.026542424703518918e+03,1.037107040549805514e+00,9.963580327626423910e+06,5.360857377312048914e-03
9.681802889756230798e+03,9.167799572554500287e+00,1.069168600184714887e+06,1.453161242733529701e-01
4.713941488636675786e+03,5.904000877172586037e+00,2.785555141274142079e+06,5.070368426540780571e-03
6.346498919239295901e+03,4.833503330028380063e+00,2.454279487271028105e+06,3.267135856455822066e-03
4.250252480340056536e+03,9.460672515348415246e+00,1.533727034916051431e+06,5.681435382869937101e-02
7.081372616635098893e+03,5.170546217714043991e+00,3.566741753164289054e+06,1.009623905327419226e-02
5.107981347642895344e+03,1.544679319140391360e+00,9.514925543201923138e+05,1.236284072334850256e-02
3.990507488709504742e+03,8.316280020894886604e+00,8.351922176925567910e+06,6.297237623057759699e-03
4.096389030973577974e+03,4.903577120945008083e+00,5.702711506050153635e+06,4.572454498788366614e-03
3.040849392001341585e+03,1.931553278519389627e+00,4.726616103317865171e+06,7.783466062289592056e-03
7.106333118002682568e+03,7.608950740608967145e+00,3.028596595270228572e+06,2.610267871899814296e-02
4.654550969305698345e+03,5.527131270670518681e+00,1.185267827386503108e+06,1.846069967738739673e-02
8.190830267796871340e+03,7.010390199259729727e+00,9.128275055998938158e+06,0.000000000000000000e+00
7.189022845105593660e+03,7.579343645109165806e+00,6.975409587000838481e+06,1.066337772501712612e-02
6.516091057563854520e+03,4.292778348002507016e+00,1.976288681404032977e+06,2.888149852972016381e-03
1.684845908082809501e+03,7.468563171730955297e+00,1.027867402561435592e+06,1.708896202094398881e-02
1.615147077035694565e+02,2.720807692411631784e+00,6.540262177451964468e+06,6.344513635441908703e-03
5.962402769091790105e+03,9.018878093787826344e+00,2.550776620087354444e+06,3.731501249340727494e-02
8.279857936151060130e+03,6.735126434880568169e+00,2.564814156077543739e+06,2.891829434043090979e-02
1.425404865313444134e+03,6.969721772378965063e+00,7.879497385788041167e+06,6.553684231432288856e-03
7.103556045769002594e+03,8.260207119034753021e+00,4.986238335615646094e+06,2.617241096325464630e-02
1.295840596385587787e+03,9.584537751935231498e+00,5.537824034652103670e+06,9.991337804652121284e-04
9.362153797894588934e+03,4.481132055145094384e+00,6.042849070560482331e+06,2.467057172583403228e-03
8.064380954123617812e+03,4.051423256169783826e+00,3.711496301531770267e+06,1.333152499626343371e-02
1.384397378496979627e+03,4.610911936866806116e+00,6.846310309742622077e+06,2.215276973786340503e-02
1.414079504970353810e+03,5.619631820848587367e+00,7.877580953439308796e+05,0.000000000000000000e+00
9.010213480533060419e+02,7.080561458295168364e+00,9.657891833016026765e+06,2.532885720678822519e-03
4.332497636602631246e+03,7.433312064724192147e+00,2.645476697405282874e+06,1.259029535988835137e-02
8.942679632266701446e+03,6.775087302443386861e+00,8.094490632697591558e+06,0.000000000000000000e+00
4.605685641332741397e+03,2.585830041750965869e+00,2.923481472538082860e+06,1.923943771140328683e-03
5.685291301243914859e+03,9.932399317423852736e+00,7.642687383740482852e+06,5.736934985949172089e-03
9.251575555930889095e+03,4.049436227534416233e+00,3.374842620957668405e+06,1.075401511919135168e-02
5.131854430729671549e+03,4.147290688385671942e+00,3.842089092862478923e+06,6.352774569250947863e-03
8.918846332751285445e+03,5.389085080987654486e+00,1.769693621853411198e+06,6.867744923326823264e-03
8.561722768601075586e+03,6.325055363862949420e+00,2.373228704481652007e+06,3.365122231450509011e-02
2.417574487011072051e+03,7.622063398044941707e+00,2.692500022265082225e+06,9.832182771369922872e-04
3.918463484073671680e+03,9.744910107523717002e+00,2.476262212720010430e+06,2.315313631702830416e-02
2.605660797768328393e+03,6.102354236105361096e+00,1.805704563523519028e+05,8.076369058330172546e-02
1.234059645589309184e+03,6.343425623751010711e+00,1.451008423873710271e+05,4.992294920317787155e-02
7.221397626703423157e+03,6.505248727137248110e+00,2.037089714466391597e+06,2.106904345589089705e-02
2.415792465721828194e+03,3.958089128448630589e+00,1.020468154611438746e+06,4.843472753511893214e-05
3.830163010607390106e+02,7.727569626347809084e+00,1.528145149414010579e+06,0.000000000000000000e+00
5.384764552631198967e+03,6.189347384890474757e+00,8.634463452091149986e+06,1.012272703956534382e-02
4.376547240472371413e+03,5.480453019829829131e+00,8.121179902210091241e+06,0.000000000000000000e+00
9.308910815037859720e+03,1.584815768327636931e+00,7.172944940574379638e+06,5.282060780174663468e-03
2.674239187775709070e+03,5.639446538342839155e+00,3.101618076434076298e+06,0.000000000000000000e+00
5.305571143565804050e+03,8.377846580739277016e+00,3.564261434176417068e+06,1.809485836814305262e-02
7.388185476719464532e+03,9.672110916066214870e+00,9.835380937105851248e+06,1.029110184700000354e-02
1.211206682900016403e+03,8.762198318764506055e+00,4.772717345568687655e+06,0.000000000000000000e+00
3.886098676761762363e+03,4.235069574976193962e+00,5.571512689438245259e+06,0.000000000000000000e+00
6.754711056846343126e+03,1.156494053361114771e+00,1.326542539690732490e+06,1.500631542015765270e-03
8.741664528240930849e+02,4.163376479422551846e+00,9.175455720442118123e+06,1.115902014545971238e-02
9.784892269101472266e+03,5.078845058904685850e+00,7.855995527522845194e+06,5.951158327352299576e-04
4.264741105765247994e+03,2.303840544817404634e+00,2.180459119085598271e+06,0.000000000000000000e+00
2.762756357227578064e+03,6.988561193563663565e+00,1.170563576132257702e+06,2.795587462014402155e-02
9.714309707368311138e+03,6.761578821411479367e+00,7.856587391195908189e+06,1.663059761618525950e-02
1.775623641225225128e+03,1.656508459968558000e+00,3.288469728449002840e+06,0.000000000000000000e+00
9.542143127867415387e+03,8.049875076558937081e+00,3.554543344099684618e+06,3.149629917995169087e-02
1.338114689838991126e+03,5.852284008993088982e+00,8.373749343128892593e+06,0.000000000000000000e+00
7.112481073494985139e+03,1.097126326817598585e+00,6.918487544759454904e+05,0.000000000000000000e+00
1.290549899569119361e+03,2.940346065432785760e+00,4.847741440416525584e+05,9.044112314986006013e-03
9.327372015624492633e+03,8.615488117464979112e+00,2.660873621788851917e+06,4.022039427516790194e-02
3.193169073032437382e+02,5.959913430823559288e+00,7.856485436176819727e+06,6.315756365677487050e-03
9.458538715421122106e+03,9.391756842702111641e+00,5.614928663160709664e+06,2.779397780192699452e-02
1.244027605999265234e+03,6.234154027186114888e+00,8.059445979690996930e+06,3.667766457457747285e-03
6.713006367008571033e+03,5.793445655487249546e+00,4.234076938672119752e+06,0.000000000000000000e+00
2.627675647613304136e+03,2.254771671530090060e+00,5.208014489347442985e+06,0.000000000000000000e+00
8.296123379658971317e+03,9.403338084602903990e+00,5.116235278050368652e+06,2.284570692121694335e-02
8.523237730638351422e+03,8.110030520619243788e+00,7.693500993613430299e+06,5.043763908615992060e-03
5.776474316896819801e+03,4.719992553323771212e+00,9.089228610939191421e+05,2.727195935316315337e-02
1.553237670166240321e+02,6.750956930075477480e+00,3.408295580515947659e+06,1.116590806275717142e-02
2.858489148884998485e+03,9.588017538488179170e+00,8.538755083602575585e+06,1.378041148204420946e-02
8.228286749414059159e+03,4.714647967752668478e+00,6.406727368700738996e+06,1.613653671712837051e-02
7.176428035855062717e+02,3.674610439209384793e+00,2.997383599078274332e+06,0.000000000000000000e+00
6.415845447958345176e+03,1.118358835503499904e+00,3.372767639562653494e+05,0.000000000000000000e+00
5.087718944880592971e+03,3.559557345035870846e+00,3.003850241936454084e+06,0.000000000000000000e+00
3.584120768275970477e+03,6.908784544828806773e+00,2.809711243030240294e+06,1.635067426470105528e-02
2.131512850900185185e+03,2.704770323679267729e+00,6.486019725438512862e+06,3.384709082888755390e-04
5.697252904425772613e+03,7.420662847559503561e+00,9.357423025218063965e+06,8.458649187112952245e-03
1.472146087079297104e+03,8.948679544146894926e+00,5.610266035721316002e+06,0.000000000000000000e+00
8.443889156713592456e+03,6.210429613328738441e+00,3.703585644074110896e+05,1.101336968764873164e-01
3.536060871041977407e+03,7.532538390780154636e+00,5.531172872268205509e+06,1.409201962594003321e-02
3.280087289091231469e+03,8.742090550957076545e+00,7.596962873617582023e+06,0.000000000000000000e+00
8.761135296449583620e+03,9.252290843019661537e+00,7.134755198104139417e+06,1.273391017113096810e-02
3.748677192870051385e+03,8.914150911937472443e+00,1.379039018993279897e+06,2.709987589357450849e-02
4.197376927594301378e+03,7.480573171245875841e+00,9.119578075282556936e+06,0.000000000000000000e+00
1.064928108776048020e+03,1.860972332423994846e+00,8.540689001138536260e+06,0.000000000000000000e+00
3.520691915814637468e+03,2.599732998082820323e+00,6.888607315314635634e+06,4.372733167108783583e-03
6.473333308737107473e+03,5.455649774233978455e+00,1.160436256276321365e+06,2.645626367544855542e-02
4.382772477949926724e+03,2.115349433333209461e+00,2.987971363150197081e+06,1.025545143954257644e-02
5.510805937360166354e+03,7.855066391151391159e+00,2.579909597416184843e+06,2.245209959975376368e-02
3.773158250283927941e+02,8.074527951533452708e+00,7.716752167902052402e+06,6.846185872148208111e-03
1.320940330980662793e+03,4.816676846066892281e+00,7.869613078453461640e+06,0.000000000000000000e+00
1.652599087297829556e+03,2.610020563376069802e+00,6.991333681351999752e+06,2.661426309011335014e-04
5.287213730900425617e+03,5.482048518939445003e+00,4.669767729623097694e+05,4.388690201779626987e-02
3.410770878361100131e+03,5.531812871064135884e+00,2.194455676964841405e+04,5.561065361990344957e-01
4.419773320048787355e+03,3.561451300871243841e+00,6.191041128634704277e+06,0.000000000000000000e+00
1.839854563692907732e+03,6.149106559960892504e+00,7.941640824238144793e+06,7.262145089094304215e-03
8.062732457813292058e+03,9.056895267780891601e+00,4.481025755148994358e+04,2.781698775153574221e+00
1.761827433412576966e+03,5.254574859641625295e+00,1.679966971402141731e+06,1.505243859687638210e-03
7.556328499394354367e+03,1.674353691863203597e+00,2.112962641655667685e+06,1.022798997416393164e-02
2.510870015149778283e+03,1.511625753755640345e+00,8.253434787197754718e+06,0.000000000000000000e+00
3.659815836409468375e+03,6.359855196702598690e+00,4.561617694241832942e+06,3.217393869603215641e-03
1.302277416968889611e+03,7.304879349625005958e+00,9.656301117430387065e+06,7.586920863082728585e-04
8.365087369360702723e+03,9.464051977231321189e+00,3.213725009399155620e+06,3.007039780010333299e-02
4.113004985658630176e+03,6.369274454103597272e+00,9.253898378068726743e+05,3.700218838287351597e-02
3.159165643870283930e+03,1.940749999884139765e+00,5.916819211388554424e+06,1.006679246669492031e-02
7.881936451144690182e+03,6.724935620851818285e+00,5.650585747097089887e+06,1.593514456966810267e-02
1.041777861112072060e+03,1.138820463392568483e+00,4.569767111184429377e+06,0.000000000000000000e+00
1.746005262394529382e+03,9.279783742881049236e+00,7.330887842143250629e+06,9.980171227559359731e-05
5.716876406827513165e+03,6.198797785664623916e+00,9.086946286650776863e+06,5.181553693719116206e-03
1.225998711912801866e+02,7.114610003877671396e+00,9.228476470826542005e+06,0.000000000000000000e+00
7.340463364080287647e+03,6.135112165632265580e+00,6.959849169670513831e+06,0.000000000000000000e+00
6.041257316403373807e+03,2.380138728162949135e+00,2.636008745485362597e+06,2.116701635852860294e-03
4.405029311306084310e+03,5.016857963216697414e+00,9.595910602633807808e+06,3.619143561060821947e-05
8.202728956844002823e+03,2.538602231997575398e+00,6.321293966527882032e+06,0.000000000000000000e+00
6.047120165006120260e+03,1.960303732645594765e+00,5.779890255403591320e+06,6.289205299114952394e-03
2.674519701787495251e+03,8.800253612568958772e+00,7.264476863667968661e+06,0.000000000000000000e+00
9.564896311228194463e+03,8.498390744032981559e+00,7.843103974595466862e+05,1.653364356030581905e-01
2.966863613816355155e+03,7.922021430435067124e+00,7.779151621757493354e+06,7.720494506450865241e-03
1.145343862660425202e+03,3.107967319717336974e+00,9.884876795800138265e+06,1.633984596395663324e-03
5.755177957342270929e+03,8.690537305335119811e+00,8.474729336805837229e+06,2.889430764428846735e-02
6.547918618567994599e+03,5.910283025372438104e+00,5.367539730123501271e+06,2.454315311327519202e-03
9.362785319800381330e+03,5.120082273319198407e+00,5.859545498207334429e+06,2.222215866116943397e-02
6.221317581093329864e+03,4.642302403603425276e+00,9.089137569582354277e+06,1.348002199746870834e-02
2.985315248057774170e+03,9.520288042474103207e+00,8.920901734758896753e+06,0.000000000000000000e+00
8.450411306440555563e+03,9.495564114255909516e+00,9.623735566973915324e+06,9.802319433685530506e-03
5.498153269316235310e+03,1.755743499077781600e+00,1.162476137130521936e+06,5.882922700448183460e-03
1.703580398008846259e+03,3.344380038106167241e+00,6.324563553225596435e+06,6.927108475356081284e-04
5.567916587490427446e+03,7.029908271286792854e+00,7.256607526333052665e+06,0.000000000000000000e+00
5.884796535628442143e+03,1.486020362696359509e+00,9.127934903587881476e+06,0.000000000000000000e+00
9.187156137512460191e+03,5.716501503855207389e+00,7.790104133236608468e+06,2.012459190488633670e-02
2.175081155343782484e+03,1.342710752935606822e+00,8.609070812236048281e+06,4.042358915095234199e-03
6.142656223065364429e+03,4.119768504228154882e+00,8.961580582755468786e+06,6.537624497714961819e-03
1.649646441145708422e+03,9.570178078648863718e+00,5.555269846035729162e+06,9.080841891034375710e-03
6.697654314150747268e+03,1.129250270749541318e+00,1.975764367440296337e+06,0.000000000000000000e+00
5.102606874668209457e+03,7.812705021134032535e+00,3.996887563247511629e+06,1.580770821961852146e-02
2.935606949526844801e+03,1.677599976608493915e+00,3.029691729285188951e+06,5.725123769037021061e-03
8.109808358428982501e+03,1.294327464496584534e+00,8.609555396008882672e+06,1.104501544741947651e-02
9.185381984065057623e+03,2.538666506273231427e+00,2.057477023764391663e+06,1.061741973647565423e-02
7.522428909176451270e+03,1.121240836973893984e+00,2.905456217847649939e+06,0.000000000000000000e+00
9.566834007330073291e+03,4.351022419989937440e+00,9.824729273893872276e+06,5.707881052105615548e-03
9.672879865989707469e+03,6.126144088660900877e+00,6.060485021048671566e+06,1.144443581755034273e-02
2.871521642896847879e+03,2.531620470660771449e+00,7.784625769260752946e+06,9.562849740091902044e-04
5.225238272332951055e+03,9.606914181441098322e+00,7.436575088058901019e+06,1.706397695417365828e-02
6.121903204389096572e+03,7.657460553611124432e+00,4.928233004671881907e+06,6.437430554233496832e-03
4.682990677726505055e+03,5.631804413000878640e+00,7.640672440407216549e+06,0.000000000000000000e+00
3.460683374486723096e+03,7.000014982830712995e+00,9.451015306995030493e+06,0.000000000000000000e+00
2.634693581207178795e+03,9.393618734004840931e+00,3.311245397511725314e+06,2.863245250542611336e-02
3.614660572903514094e+03,3.048610763572078053e+00,4.337441070276449434e+06,0.000000000000000000e+00
6.994104009285028951e+03,4.235528377551675661e+00,8.468279767077960074e+06,0.000000000000000000e+00
5.140936989901181732e+03,3.738715120738691056e+00,8.730330944504037499e+06,0.000000000000000000e+00
9.931488853296785919e+02,9.115690197766703307e+00,9.633816003348909318e+06,1.166237869567263771e-03
4.756393957899974339e+03,1.655042758945303838e+00,8.671550711546201259e+06,7.609070303929145636e-03
5.962475544344255468e+03,4.042305671804651723e+00,5.350909363572987728e+06,1.034847936742272489e-03
5.753735763166325341e+03,6.310710994931474360e+00,9.051845334569968283e+06,1.793075341822352592e-02
7.328971574358605721e+03,5.345860727018116876e+00,1.146039914996680338e+06,2.811880674440811814e-02
2.573856243799610638e+03,4.396889997669892303e+00,2.370602730335193686e+06,0.000000000000000000e+00
4.394054846278107107e+03,5.502373389547706495e+00,7.271401256743498379e+05,2.701026222750291944e-02
6.508415118198908203e+03,9.688443460047706068e+00,9.199528370055112988e+06,1.498777111606742346e-02
3.087858500395705505e+03,1.996229344743312817e+00,9.301397850199649110e+06,0.000000000000000000e+00
3.077626546994023329e+02,2.910775681844234075e+00,7.817464768394195475e+06,0.000000000000000000e+00
6.367820229661684607e+03,9.807140295029990185e+00,3.484139170787210576e+06,4.262237885646899538e-02
1.323290425372219488e+03,6.002823214761583870e+00,2.732324052101335488e+06,7.031157596825260772e-03
6.482614197597084058e+03,5.294586949552121169e+00,7.442948984571676701e+05,2.399403476055201115e-02
4.222542209463607833e+03,5.706399990621243035e+00,8.973697371281774715e+06,1.727911252150267363e-02
7.279352467810907683e+02,5.219679411001585834e+00,2.458800859096972563e+05,1.428886507210418676e-02
3.140291223497474675e+02,8.841760313166957985e+00,8.936131729001700878e+05,5.311803766360487580e-03
1.789376972799366285e+03,2.569799271986346056e+00,6.941624491076522507e+06,4.866931454107086691e-03
8.528513045901723672e+03,6.164614750990088154e+00,9.216010015131559223e+06,0.000000000000000000e+00
7.455742419127273024e+03,9.010040724866437145e+00,5.107666696284427599e+04,2.220425525001851419e+00
2.223923756133258848e+03,6.398600537900792418e+00,8.604376889671174809e+06,1.201901468580010915e-02
9.861159121111142667e+03,4.120828861583639480e+00,8.690438552551221102e+06,9.058119086240823403e-03
5.320549232150114221e+03,9.885558861895647809e+00,7.602073864077846520e+06,1.165454682305349515e-02
5.869989422326901149e+03,1.698675612235721832e+00,1.064098027914295206e+06,5.194035052963200724e-05
5.151956953536498077e+03,1.349387463103387974e+00,5.161626038063812070e+06,0.000000000000000000e+00
3.830130569650201323e+03,3.353942334754423271e+00,1.909293589617340127e+06,7.965187511752878230e-03
4.541924690753826894e+02,4.289109049707857224e+00,3.112887413991402835e+06,0.000000000000000000e+00
4.917954711346096701e+03,8.642207719484529704e+00,8.758786285963602364e+06,9.808462749506467737e-03
6.220563880330513712e+03,9.439848364810949022e+00,5.570871450761982705e+05,1.993001317414602735e-01
3.526093252170799133e+03,3.992470846735964418e+00,4.932030082118219696e+06,0.000000000000000000e+00
8.537945043501993496e+03,4.346293488169897579e+00,8.386388441178732552e+06,0.000000000000000000e+00
9.865854225903907718e+03,8.686312863387293248e+00,3.353539985404936597e+06,4.608100139995502387e-02
5.231456692454167751e+03,3.884002365428640857e+00,6.503946330515683629e+06,4.195810757865877164e-03
2.001385284434382129e+03,3.392836851074828797e+00,9.089268993517624214e+06,1.351661181219029548e-02
9.589579471243168882e+03,4.371419347272276212e+00,6.320571293045978062e+06,0.000000000000000000e+00
5.794294418261727060e+02,4.715491563410310505e+00,9.713372048877771944e+06,7.698056416131231899e-03
3.858229129861213551e+03,4.621079832289169076e+00,6.631711006484146230e+06,4.120075688381223721e-04
4.657283892680718964e+03,4.171317249444548736e+00,9.603893236599158496e+06,0.000000000000000000e+00
4.584982276498616557e+03,1.788989017365609113e+00,7.924794222231765278e+06,0.000000000000000000e+00
8.505540408772591036e+03,3.747451816600256613e+00,6.769248083887980320e+06,3.973190634524534186e-03
7.386161244113282009e+03,1.632039074613596430e+00,2.444722915211040061e+06,1.043569976330637611e-02
8.984703151086643629e+03,5.267021593860762962e+00,8.979597710935853422e+06,1.393005375798314280e-02
4.361335056338945833e+03,2.826884148725308243e+00,1.076578383950011805e+06,0.000000000000000000e+00
5.474528230871411552e+02,5.768988846087344413e+00,3.847009365650593769e+06,6.175529276920812584e-03
8.448196444293478635e+03,1.822333838187272459e+00,5.114891851003133692e+06,1.082908993057094330e-02
7.584078951677394798e+03,5.727351277612128477e+00,5.335350536529347301e+06,2.015176085024531633e-02
8.477371184012135927e+03,4.098477969496627793e+00,7.751989661610570736e+06,1.471499849685857508e-02
7.379607606285150041e+02,6.310156374193210738e+00,6.517303707529853098e+06,2.645467256932492080e-03
8.512024550097405154e+03,3.808261113416843813e+00,1.154973410749534611e+06,2.443527813048983893e-02
5.346543211531191446e+03,5.300604502217005631e+00,3.718391437852379400e+06,7.695850819979560553e-03
6.292325781551957334e+03,4.036201122867982605e+00,9.862081644645465538e+06,9.551366978644630981e-03
3.161894887459292477e+03,6.264673021152106003e+00,8.060136134376010858e+06,1.442573141987619177e-02
4.972458768200697818e+02,1.741411810671303906e+00,4.410189118965644389e+06,3.712230929161356211e-04
8.329268219594140419e+02,9.184475158798266037e+00,3.384388746800833382e+06,1.361656275125763902e-03
9.814780415975847063e+03,9.838630376050375048e+00,5.529618466080822982e+06,2.766594715070789731e-02
7.619003753026890990e+03,4.194294576416754516e+00,2.676465403229510877e+06,1.048016867491168708e-02
8.346877461699141350e+03,7.388371030358387159e+00,4.062953733502308838e+06,1.195976145519715879e-02
9.286967800803598948e+03,8.736168864704492165e+00,1.587335198028870160e+06,8.317459941596817841e-02
7.666577247936163985e+03,6.430423525952005726e+00,6.282633683061878197e+06,0.000000000000000000e+00
3.945687727997559705e+03,2.154475620665910807e+00,7.393424254727898166e+06,2.920351209745503367e-03
9.007150974020047215e+03,2.066193500554295071e+00,4.977240771011579782e+06,0.000000000000000000e+00
5.747482955175066309e+03,1.189731651343125307e+00,4.823981865776828490e+06,8.795811021208115726e-03
1.187549627264711035e+03,5.762673176311121637e+00,9.547145937382236123e+06,7.269106830491915260e-04
8.152297865783511952e+02,3.433670512048400791e+00,9.918227189634585753e+06,0.000000000000000000e+00
7.056673747161798019e+03,4.756285242618502274e+00,1.736705048745384905e+06,1.497607992336585404e-02
2.793028695557568881e+03,5.302198471328519069e+00,2.691811671922686510e+06,1.567412778586530983e-02
9.808662080469990542e+03,6.076923537735959613e+00,6.773312894132831134e+06,1.365172589195711751e-03
1.582426038930004324e+03,9.547449004776332515e+00,2.432245891701546032e+06,3.788509356644395240e-03
7.254303401692296575e+03,1.198839792665267190e+00,9.768030079516181722e+06,1.066290819594558313e-02
2.608472960307451103e+03,8.286295355125627538e+00,3.119440032607420348e+06,3.728221192419673390e-03
3.597948454636388760e+03,2.840549738060320628e+00,5.777583860132073984e+06,0.000000000000000000e+00
8.255031211017589158e+03,7.633720748551469093e+00,6.899839210524660535e+06,1.780337442923497077e-02
2.995076542209988020e+03,9.780213751801261068e+00,8.724097680027348921e+06,0.000000000000000000e+00
8.305935805569473814e+03,4.805200741197911185e+00,7.110018687566996552e+06,0.000000000000000000e+00
7.747159390870524476e+03,2.702990843529612608e+00,5.820759451598771848e+06,4.026456573213589747e-03
6.282193913959681595e+03,8.864072033068188361e+00,8.568567728976881132e+06,1.261982055797390180e-02
2.766020170064920421e+03,5.803825498570934549e+00,1.420441954892719630e+06,1.084810022197745492e-02
2.933788253954234733e+03,3.280974052061957913e+00,7.946335662518170429e+05,0.000000000000000000e+00
3.470046411271600277e+02,4.038021873440753140e+00,9.846256559105595574e+06,0.000000000000000000e+00
6.265896018460323830e+03,8.201261328645987447e+00,2.664058206326945219e+06,3.720342472787203925e-02
8.274228987244712698e+03,6.992891536935463392e+00,4.279638127526261844e+06,2.153036505409541487e-02
5.647171371279287087e+03,7.508039640979743190e+00,8.505740985601095483e+06,1.989555118735594763e-02
7.548208494036963202e+03,9.833231576231947102e+00,5.773943335523229092e+06,2.293384639244181594e-02
